                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    274,                0.90749,                 1.3803,                0.61072,                0.85963,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001101,              0.0001101,              0.0001101
                    275,                0.90163,                  1.328,                0.61194,                0.83833,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00010643,             0.00010643,             0.00010643
                    276,                 0.8747,                 1.2855,                0.60384,                0.84932,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00010277,             0.00010277,             0.00010277
                    277,                0.94872,                 1.3732,                0.63644,                0.84737,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    278,                0.91797,                 1.4043,                0.61131,                0.85312,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             9.5435e-05,             9.5435e-05,             9.5435e-05
                    279,                0.86861,                 1.2748,                0.58249,                0.84301,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             9.1769e-05,             9.1769e-05,             9.1769e-05
                    280,                0.89085,                 1.2668,                0.58969,                 0.8469,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             8.8102e-05,             8.8102e-05,             8.8102e-05
                    281,                0.87025,                  1.362,                 0.5998,                0.85326,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             8.4436e-05,             8.4436e-05,             8.4436e-05
                    282,                 0.8844,                 1.3256,                 0.6177,                0.85279,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              8.077e-05,              8.077e-05,              8.077e-05
                    283,                0.86547,                 1.3057,                0.59006,                0.84169,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    284,                0.90815,                 1.3178,                0.60802,                0.84803,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             7.3437e-05,             7.3437e-05,             7.3437e-05
                    285,                 0.9084,                 1.3676,                0.60406,                0.84325,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             6.9771e-05,             6.9771e-05,             6.9771e-05
                    286,                0.91693,                 1.2869,                0.60125,                0.84593,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    287,                0.86617,                 1.2566,                0.58275,                0.83002,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             6.2438e-05,             6.2438e-05,             6.2438e-05
                    288,                0.88231,                 1.3202,                0.60606,                0.84178,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             5.8772e-05,             5.8772e-05,             5.8772e-05
                    289,                0.88343,                 1.3316,                0.60987,                0.83259,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    290,                0.94145,                 1.3396,                0.61554,                0.83931,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             5.1439e-05,             5.1439e-05,             5.1439e-05
                    291,                 0.8963,                 1.3702,                0.62287,                0.83956,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             4.7773e-05,             4.7773e-05,             4.7773e-05
                    292,                0.88245,                 1.3295,                0.61314,                0.83994,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    293,                0.91044,                 1.3956,                0.61467,                0.84667,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              4.044e-05,              4.044e-05,              4.044e-05
                    294,                0.88713,                 1.3898,                 0.6143,                0.83634,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             3.6774e-05,             3.6774e-05,             3.6774e-05
                    295,                0.88432,                 1.3713,                0.60802,                0.83935,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    296,                0.85363,                 1.4073,                0.59929,                0.84048,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             2.9442e-05,             2.9442e-05,             2.9442e-05
                    297,                0.87682,                 1.3383,                0.59215,                0.82982,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             2.5775e-05,             2.5775e-05,             2.5775e-05
                    298,                0.88003,                 1.4014,                0.61891,                 0.8348,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             2.2109e-05,             2.2109e-05,             2.2109e-05
                    299,                0.85801,                 1.2582,                0.58726,                 0.8223,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             1.8443e-05,             1.8443e-05,             1.8443e-05
                    300,                0.86487,                 1.3541,                0.60986,                0.83474,                0.25155,                0.20202,                0.18737,                0.10936,                0.13956,                0.28057,                0.16785,                0.06503,                 1.2767,                 1.8716,                 0.9241,                0.87684,             1.4776e-05,             1.4776e-05,             1.4776e-05
